task,class,recall,precision,prevalence
Screening,Adventitious,0.9821049438883834,0.28158970345247414,0.16741989539430255
Screening,Adventitious,0.9821049438883834,0.28279475982532754,0.16741989539430255
Screening,Adventitious,0.9818016378525932,0.2839224629418472,0.16741989539430255
Screening,Adventitious,0.9814983318168031,0.28505990133897113,0.16741989539430255
Screening,Adventitious,0.981195025781013,0.2862325252167758,0.16741989539430255
Screening,Adventitious,0.9805884137094328,0.2873011641340087,0.16741989539430255
Screening,Adventitious,0.9802851076736427,0.2884684041413781,0.16741989539430255
Screening,Adventitious,0.9799818016378526,0.28964589870013446,0.16741989539430255
Screening,Adventitious,0.9793751895662723,0.29076992345790187,0.16741989539430255
Screening,Adventitious,0.9793751895662723,0.2920586107091172,0.16741989539430255
Screening,Adventitious,0.9793751895662723,0.29335877169074226,0.16741989539430255
Screening,Adventitious,0.9790718835304822,0.2945793027924804,0.16741989539430255
Screening,Adventitious,0.9787685774946921,0.2958379171250458,0.16741989539430255
Screening,Adventitious,0.978465271458902,0.2970807625011511,0.16741989539430255
Screening,Adventitious,0.978161965423112,0.29833487511563367,0.16741989539430255
Screening,Adventitious,0.9778586593873219,0.29960040888393275,0.16741989539430255
Screening,Adventitious,0.9772520473157416,0.3008122490897209,0.16741989539430255
Screening,Adventitious,0.9772520473157416,0.30219471018570626,0.16741989539430255
Screening,Adventitious,0.9772520473157416,0.30358993686987656,0.16741989539430255
Screening,Adventitious,0.9772520473157416,0.3049981067777357,0.16741989539430255
Screening,Adventitious,0.9772520473157416,0.30644854479741296,0.16741989539430255
Screening,Adventitious,0.9769487412799515,0.3077878643096034,0.16741989539430255
Screening,Adventitious,0.9769487412799515,0.3092357910906298,0.16741989539430255
Screening,Adventitious,0.9766454352441614,0.3106009453072249,0.16741989539430255
Screening,Adventitious,0.9766454352441614,0.3121062324319085,0.16741989539430255
Screening,Adventitious,0.9763421292083713,0.31349824698091155,0.16741989539430255
Screening,Adventitious,0.9760388231725812,0.31490361092083374,0.16741989539430255
Screening,Adventitious,0.9754322111010009,0.31622418879056047,0.16741989539430255
Screening,Adventitious,0.9751289050652108,0.3176877470355731,0.16741989539430255
Screening,Adventitious,0.9751289050652108,0.31923344255783936,0.16741989539430255
Screening,Adventitious,0.9745222929936306,0.32059469167830773,0.16741989539430255
Screening,Adventitious,0.9742189869578405,0.32206958788729567,0.16741989539430255
Screening,Adventitious,0.9736123748862603,0.32349087977426183,0.16741989539430255
Screening,Adventitious,0.97300576281468,0.3248936601174803,0.16741989539430255
Screening,Adventitious,0.9720958447073097,0.32620865139949107,0.16741989539430255
Screening,Adventitious,0.9717925386715196,0.32774140752864156,0.16741989539430255
Screening,Adventitious,0.9711859265999393,0.3292206456919597,0.16741989539430255
Screening,Adventitious,0.9708826205641492,0.33078433398780616,0.16741989539430255
Screening,Adventitious,0.9705793145283591,0.3323639385126714,0.16741989539430255
Screening,Adventitious,0.970276008492569,0.33395970351811255,0.16741989539430255
Screening,Adventitious,0.9699727024567789,0.33560709413369716,0.16741989539430255
Screening,Adventitious,0.9690627843494085,0.3370253164556962,0.16741989539430255
Screening,Adventitious,0.9690627843494085,0.33877637578199554,0.16741989539430255
Screening,Adventitious,0.9687594783136184,0.3404391387763803,0.16741989539430255
Screening,Adventitious,0.967546254170458,0.3418345477925418,0.16741989539430255
Screening,Adventitious,0.967546254170458,0.3436389098351826,0.16741989539430255
Screening,Adventitious,0.9669396420988777,0.3452458306259476,0.16741989539430255
Screening,Adventitious,0.9669396420988777,0.3470876428960261,0.16741989539430255
Screening,Adventitious,0.9663330300272975,0.34876847290640395,0.16741989539430255
Screening,Adventitious,0.9654231119199272,0.35031917235307064,0.16741989539430255
Screening,Adventitious,0.9639065817409767,0.3516653756777692,0.16741989539430255
Screening,Adventitious,0.9632999696693965,0.35336003560302626,0.16741989539430255
Screening,Adventitious,0.9623900515620261,0.35500111881852764,0.16741989539430255
Screening,Adventitious,0.9617834394904459,0.35673304083698953,0.16741989539430255
Screening,Adventitious,0.9614801334546558,0.3585972850678733,0.16741989539430255
Screening,Adventitious,0.9605702153472854,0.36025480605164373,0.16741989539430255
Screening,Adventitious,0.9602669093114953,0.36220112115318615,0.16741989539430255
Screening,Adventitious,0.959356991204125,0.36389783709157847,0.16741989539430255
Screening,Adventitious,0.959356991204125,0.3659608932083767,0.16741989539430255
Screening,Adventitious,0.9590536851683349,0.3679311147312078,0.16741989539430255
Screening,Adventitious,0.9581437670609645,0.36973314606741575,0.16741989539430255
Screening,Adventitious,0.9578404610251744,0.37174808711006474,0.16741989539430255
Screening,Adventitious,0.9572338489535942,0.37366800852474547,0.16741989539430255
Screening,Adventitious,0.9563239308462238,0.3754912468738835,0.16741989539430255
