task,class,fpr,tpr
Sound pattern,Normal,0.08280254777070063,0.8302024884118078
Sound pattern,Normal,0.08401577191386109,0.8325811173456941
Sound pattern,Normal,0.08522899605702154,0.8344718223957063
Sound pattern,Normal,0.08583560812860176,0.8365454989021712
Sound pattern,Normal,0.08674552623597209,0.8369724323005611
Sound pattern,Normal,0.08826205641492266,0.8406928519151012
Sound pattern,Normal,0.08917197452229299,0.8421566235667236
Sound pattern,Normal,0.08977858659387322,0.8449011954135155
Sound pattern,Normal,0.09068850470124355,0.8453281288119053
Sound pattern,Normal,0.0915984228086139,0.8469138814344962
Sound pattern,Normal,0.09281164695177434,0.8474018053183703
Sound pattern,Normal,0.09372156505914468,0.8487435959990242
Sound pattern,Normal,0.0943281771307249,0.8503903391070993
Sound pattern,Normal,0.09523809523809523,0.8517931202732374
Sound pattern,Normal,0.09614801334546558,0.8549036350329349
Sound pattern,Normal,0.09705793145283591,0.8560624542571359
Sound pattern,Normal,0.09796784956020625,0.857465235423274
Sound pattern,Normal,0.09887776766757658,0.8598438643571603
Sound pattern,Normal,0.10009099181073704,0.8614906074652354
Sound pattern,Normal,0.10100090991810737,0.8629543791168578
Sound pattern,Normal,0.10160752198968759,0.8653330080507441
Sound pattern,Normal,0.10251744009705793,0.8669797511588192
Sound pattern,Normal,0.1040339702760085,0.8690534276652843
Sound pattern,Normal,0.10494388838337883,0.8695413515491583
Sound pattern,Normal,0.10585380649074917,0.870395218345938
Sound pattern,Normal,0.10646041856232939,0.8714320565991706
Sound pattern,Normal,0.10767364270548983,0.8725908758233716
Sound pattern,Normal,0.10888686684865029,0.873383752134667
Sound pattern,Normal,0.11070670306339096,0.8742986094169309
Sound pattern,Normal,0.11131331513497118,0.8756404000975848
Sound pattern,Normal,0.11313315134971186,0.8767382288363016
Sound pattern,Normal,0.1140430694570822,0.8768602098072701
Sound pattern,Normal,0.11495298756445253,0.8776530861185655
Sound pattern,Normal,0.11616621170761299,0.8788119053427665
Sound pattern,Normal,0.11677282377919321,0.8815564771895584
Sound pattern,Normal,0.11768274188656354,0.8819834105879483
Sound pattern,Normal,0.11859265999393388,0.8829592583556966
Sound pattern,Normal,0.11950257810130421,0.8841180775798976
Sound pattern,Normal,0.12010919017288443,0.8853378872895828
Sound pattern,Normal,0.12101910828025478,0.8866186874847524
Sound pattern,Normal,0.12223233242341523,0.8871066113686265
Sound pattern,Normal,0.12344555656657567,0.8877165162234691
Sound pattern,Normal,0.1240521686381559,0.8896682117589656
Sound pattern,Normal,0.12496208674552624,0.8902171261283239
Sound pattern,Normal,0.12587200485289657,0.891131983410588
Sound pattern,Normal,0.1267819229602669,0.8914369358380093
Sound pattern,Normal,0.12769184106763726,0.8932666504025372
Sound pattern,Normal,0.12860175917500757,0.8944254696267382
Sound pattern,Normal,0.12981498331816804,0.8951573554525494
Sound pattern,Normal,0.13072490142553836,0.8954013173944865
Sound pattern,Normal,0.13224143160448892,0.8977799463283728
Sound pattern,Normal,0.13284804367606914,0.8989387655525738
Sound pattern,Normal,0.1337579617834395,0.8997316418638692
Sound pattern,Normal,0.13466787989080983,0.9007684801171018
Sound pattern,Normal,0.13588110403397027,0.9010734325445231
Sound pattern,Normal,0.13679102214134062,0.9015003659429129
Sound pattern,Normal,0.13770094024871096,0.9019272993413028
Sound pattern,Normal,0.1389141643918714,0.9043059282751891
Sound pattern,Normal,0.13982408249924175,0.9063186142961698
Sound pattern,Normal,0.14073400060661206,0.9071724810929495
Sound pattern,Normal,0.14134061267819228,0.9075994144913393
Sound pattern,Normal,0.14225053078556263,0.9084532812881191
Sound pattern,Normal,0.14407036700030332,0.9087582337155404
Sound pattern,Normal,0.14528359114346376,0.9091851671139303
Sound pattern,Normal,0.14589020321504398,0.9096730909978044
Sound pattern,Normal,0.14680012132241432,0.911197853134911
Sound pattern,Normal,0.14801334546557476,0.9118077579897536
Sound pattern,Normal,0.1489232635729451,0.9124176628445962
Sound pattern,Normal,0.14983318168031542,0.9133325201268602
Sound pattern,Normal,0.15043979375189567,0.9140034154671871
Sound pattern,Normal,0.1516530178950561,0.914918272749451
Sound pattern,Normal,0.15316954807400668,0.9151012442059039
Sound pattern,Normal,0.15438277221716712,0.9162600634301049
Sound pattern,Normal,0.15529269032453746,0.9178458160526958
Sound pattern,Normal,0.1562026084319078,0.9189436447914126
Sound pattern,Normal,0.15711252653927812,0.9191266162478653
Sound pattern,Normal,0.1586290567182287,0.9199804830446451
Sound pattern,Normal,0.15953897482559903,0.9207123688704562
Sound pattern,Normal,0.16014558689717925,0.9231519882898268
Sound pattern,Normal,0.1613588110403397,0.9235789216882166
Sound pattern,Normal,0.16257203518350016,0.9239448646011222
Sound pattern,Normal,0.16348195329087048,0.925286655281776
Sound pattern,Normal,0.1640885653624507,0.92620151256404
Sound pattern,Normal,0.16499848346982104,0.9266894364479141
Sound pattern,Normal,0.16621170761298149,0.9270553793608197
Sound pattern,Normal,0.16772823779193205,0.927604293730178
Sound pattern,Normal,0.16924476797088261,0.9291290558672847
Sound pattern,Normal,0.17015468607825296,0.9299829226640645
Sound pattern,Normal,0.17197452229299362,0.9310197609172969
Sound pattern,Normal,0.1731877464361541,0.931263722859234
Sound pattern,Normal,0.17500758265089475,0.9322395706269822
Sound pattern,Normal,0.17652411282984531,0.9330934374237619
Sound pattern,Normal,0.17834394904458598,0.9337033422786045
Sound pattern,Normal,0.17955717318774644,0.9338863137350574
Sound pattern,Normal,0.18046709129511676,0.934252256647963
Sound pattern,Normal,0.18168031543827723,0.9346181995608686
Sound pattern,Normal,0.18289353958143767,0.9348621615028055
Sound pattern,Normal,0.18380345768880801,0.9350451329592584
Sound pattern,Normal,0.18471337579617833,0.9358989997560381
Sound pattern,Normal,0.18562329390354868,0.9363259331544279
Sound pattern,Normal,0.18653321201091902,0.9366918760673335
Sound pattern,Normal,0.18774643615407946,0.9370578189802391
Sound pattern,Normal,0.1886563542614498,0.9373017809221761
Sound pattern,Normal,0.18986957840461025,0.9379116857770188
Sound pattern,Normal,0.19047619047619047,0.9385825811173457
Sound pattern,Normal,0.19168941461935093,0.939131495486704
Sound pattern,Normal,0.19290263876251137,0.9396194193705781
Sound pattern,Normal,0.19411586290567182,0.9400463527689681
Sound pattern,Normal,0.19532908704883228,0.9406562576238107
Sound pattern,Normal,0.1959356991204125,0.9411441815076848
Sound pattern,Normal,0.19684561722778282,0.941632105391559
Sound pattern,Normal,0.19775553533515317,0.9418150768480117
Sound pattern,Normal,0.19957537154989385,0.9426689436447914
Sound pattern,Normal,0.20018198362147407,0.9434008294706026
Sound pattern,Normal,0.2010919017288444,0.9440107343254452
Sound pattern,Normal,0.20230512587200486,0.9444376677238351
Sound pattern,Normal,0.20412496208674552,0.9447426201512564
Sound pattern,Normal,0.20473157415832574,0.9449865820931934
Sound pattern,Normal,0.2059447983014862,0.9454745059770676
Sound pattern,Normal,0.20685471640885653,0.9459624298609417
Sound pattern,Normal,0.208067940552017,0.9469992681141742
Sound pattern,Normal,0.20928116469517744,0.9473652110270798
Sound pattern,Normal,0.21049438883833788,0.9480361063674067
Sound pattern,Normal,0.21140430694570822,0.9485850207367651
Sound pattern,Normal,0.21413406126781923,0.9488899731641864
Sound pattern,Normal,0.21625720351835,0.9494388875335448
Sound pattern,Normal,0.21747042766151045,0.9497438399609661
Sound pattern,Normal,0.21868365180467092,0.9502927543303245
Sound pattern,Normal,0.22020018198362148,0.9507806782141985
Sound pattern,Normal,0.2211101000909918,0.9510246401561356
Sound pattern,Normal,0.22262663026994237,0.9515125640400097
Sound pattern,Normal,0.2235365483773127,0.9517565259819468
Sound pattern,Normal,0.22444646648468305,0.9521224688948524
Sound pattern,Normal,0.22535638459205337,0.9526103927787265
Sound pattern,Normal,0.22656960873521384,0.9530373261771163
Sound pattern,Normal,0.22747952684258416,0.9532812881190534
Sound pattern,Normal,0.22869275098574463,0.9535252500609905
Sound pattern,Normal,0.2311191992720655,0.9538302024884118
Sound pattern,Normal,0.23263572945101607,0.9541351549158331
Sound pattern,Normal,0.23354564755838642,0.954562088314223
Sound pattern,Normal,0.23627540188049742,0.9552329836545499
Sound pattern,Normal,0.23779193205944799,0.9555989265674555
Sound pattern,Normal,0.23900515620260843,0.9560258599658453
Sound pattern,Normal,0.240521686381559,0.956635764820688
Sound pattern,Normal,0.2411282984531392,0.9571846791900464
Sound pattern,Normal,0.24203821656050956,0.9574286411319834
Sound pattern,Normal,0.24355474673946012,0.957794584044889
Sound pattern,Normal,0.2456778889899909,0.9582825079287631
Sound pattern,Normal,0.24658780709736125,0.9586484508416687
Sound pattern,Normal,0.2478010312405217,0.9590753842400586
Sound pattern,Normal,0.24901425538368213,0.959197365211027
Sound pattern,Normal,0.2502274795268426,0.959868260551354
Sound pattern,Normal,0.2526539278131635,0.9602342034642596
Sound pattern,Normal,0.254170457992114,0.9609660892900708
Sound pattern,Normal,0.2562936002426448,0.9612710417174921
Sound pattern,Normal,0.2575068243858053,0.9613930226884606
Sound pattern,Normal,0.25902335456475584,0.9617589656013662
Sound pattern,Normal,0.2599332726721262,0.962185898999756
Sound pattern,Normal,0.2608431907794965,0.9624908514271774
Sound pattern,Normal,0.26175310888686687,0.9627348133691144
Sound pattern,Normal,0.2629663330300273,0.9634666991949256
Sound pattern,Normal,0.26448286320897785,0.9637106611368627
Sound pattern,Normal,0.2656960873521383,0.9644425469626738
Sound pattern,Normal,0.267515923566879,0.9648694803610637
Sound pattern,Normal,0.2687291477100394,0.9650524518175164
Sound pattern,Normal,0.27024567788899,0.9656013661868749
Sound pattern,Normal,0.27206551410373064,0.966089290070749
Sound pattern,Normal,0.2750985744616318,0.966577213954623
Sound pattern,Normal,0.27722171671216256,0.9668821663820444
Sound pattern,Normal,0.2781316348195329,0.9671871188094657
Sound pattern,Normal,0.27934485896269334,0.9674920712368871
Sound pattern,Normal,0.2817713072490143,0.9676750426933398
Sound pattern,Normal,0.2829845313921747,0.9677970236643084
Sound pattern,Normal,0.2851076736427055,0.9681019760917297
Sound pattern,Normal,0.2875341219290264,0.968406928519151
Sound pattern,Normal,0.28814073400060664,0.9686508904610881
Sound pattern,Normal,0.2893539581437671,0.9688338619175408
Sound pattern,Normal,0.2905671822869275,0.9690168333739937
Sound pattern,Normal,0.2923870185016682,0.969565747743352
Sound pattern,Normal,0.29390354868061874,0.9699316906562576
Sound pattern,Normal,0.29572338489535943,0.9701146621127105
Sound pattern,Normal,0.29754322111010006,0.970236643083679
Sound pattern,Normal,0.29905975128905066,0.9704196145401317
Sound pattern,Normal,0.3005762814680012,0.9707855574530373
Sound pattern,Normal,0.302699423718532,0.9710905098804586
Sound pattern,Normal,0.305429178040643,0.9717614052207856
Sound pattern,Normal,0.30664240218380345,0.9719443766772383
Sound pattern,Normal,0.30846223839854414,0.9723713100756282
Sound pattern,Normal,0.3093721565059145,0.9726152720175653
Sound pattern,Normal,0.3111919927206551,0.9728592339595024
Sound pattern,Normal,0.3124052168638156,0.9729812149304709
Sound pattern,Normal,0.31392174704276615,0.9731641863869236
Sound pattern,Normal,0.3145283591143464,0.9735301292998292
Sound pattern,Normal,0.3166515013648772,0.9738960722127348
Sound pattern,Normal,0.31907794965119807,0.9741400341546719
Sound pattern,Normal,0.3199878677585684,0.9746889485240302
Sound pattern,Normal,0.32120109190172885,0.9750548914369358
Sound pattern,Normal,0.32180770397330904,0.9752988533788729
Sound pattern,Normal,0.3251440703670003,0.9756038058062942
Sound pattern,Normal,0.32635729451016077,0.9760917296901683
Sound pattern,Normal,0.3278738246891113,0.9763356916321054
Sound pattern,Normal,0.329693660903852,0.9765186630885582
Sound pattern,Normal,0.3327267212617531,0.9768846060014638
Sound pattern,Normal,0.33393994540491356,0.9771895584288851
Sound pattern,Normal,0.33666969972702454,0.9776774823127592
Sound pattern,Normal,0.33818622990597513,0.977860453769212
Sound pattern,Normal,0.3393994540491356,0.9782263966821176
Sound pattern,Normal,0.34091598422808617,0.9784703586240546
Sound pattern,Normal,0.3424325144070367,0.9785923395950232
Sound pattern,Normal,0.34910524719441915,0.9788363015369602
Sound pattern,Normal,0.3497118592659994,0.9792022444498658
Sound pattern,Normal,0.3518350015165302,0.9794462063918029
Sound pattern,Normal,0.35274491962390053,0.9795681873627714
Sound pattern,Normal,0.353958143767061,0.979934130275677
Sound pattern,Normal,0.3554746739460115,0.9801780922176141
Sound pattern,Normal,0.3575978161965423,0.9804830446450353
Sound pattern,Normal,0.3591143463754929,0.9807270065869724
Sound pattern,Normal,0.3627540188049742,0.9809099780434253
Sound pattern,Normal,0.3642705489839248,0.9813369114418151
Sound pattern,Normal,0.36760691537761603,0.9816418638692364
Sound pattern,Normal,0.370336669699727,0.982007806782142
Sound pattern,Normal,0.3718531998786776,0.9821907782385948
Sound pattern,Normal,0.3745829542007886,0.9824347401805318
Sound pattern,Normal,0.37609948437973917,0.9826787021224689
Sound pattern,Normal,0.37852593266606005,0.9830446450353745
Sound pattern,Normal,0.3794358507734304,0.983166626006343
Sound pattern,Normal,0.38095238095238093,0.9835325689192486
Sound pattern,Normal,0.3848953594176524,0.9837765308611857
Sound pattern,Normal,0.386411889596603,0.9839595023176384
Sound pattern,Normal,0.38792841977555353,0.9842644547450597
Sound pattern,Normal,0.3897482559902942,0.9843864357160284
Sound pattern,Normal,0.39338792841977555,0.9846303976579653
Sound pattern,Normal,0.39490445859872614,0.9849353500853867
Sound pattern,Normal,0.3970276008492569,0.9851183215418394
Sound pattern,Normal,0.400060661207158,0.9853622834837765
Sound pattern,Normal,0.4030937215650591,0.9857282263966821
Sound pattern,Normal,0.40976645435244163,0.986155159795072
Sound pattern,Normal,0.4109796784956021,0.9864601122224933
Sound pattern,Normal,0.4124962086745526,0.9867040741644304
Sound pattern,Normal,0.41492265696087355,0.9868260551353989
Sound pattern,Normal,0.41734910524719443,0.9871919980483045
Sound pattern,Normal,0.4179557173187746,0.9873749695047572
Sound pattern,Normal,0.4218986957840461,0.9876189314466943
Sound pattern,Normal,0.4237185319987868,0.9879238838741157
Sound pattern,Normal,0.4291780406430088,0.9881068553305684
Sound pattern,Normal,0.43039126478616924,0.9882898267870213
Sound pattern,Normal,0.4325144070367,0.9885947792144425
Sound pattern,Normal,0.4364573855019715,0.9888997316418638
Sound pattern,Normal,0.4388838337882924,0.9891436935838009
Sound pattern,Normal,0.44343342432514404,0.9893876555257379
Sound pattern,Normal,0.44555656657567483,0.989631617467675
Sound pattern,Normal,0.4488929329693661,0.9898145889241279
Sound pattern,Normal,0.4549590536851683,0.9899975603805806
Sound pattern,Normal,0.4570821959356991,0.9902415223225177
Sound pattern,Normal,0.4616317864725508,0.990790436691876
Sound pattern,Normal,0.4643615407946618,0.9910953891192974
Sound pattern,Normal,0.467697907188353,0.9912173700902659
Sound pattern,Normal,0.4737640279041553,0.9915223225176872
Sound pattern,Normal,0.47740370033363666,0.9917052939741401
Sound pattern,Normal,0.4843797391568092,0.9918882654305928
Sound pattern,Normal,0.4883227176220807,0.9920712368870456
Sound pattern,Normal,0.49226569608735216,0.9921932178580142
Sound pattern,Normal,0.4959053685168335,0.9923761893144669
Sound pattern,Normal,0.4992417349105247,0.9925591607709198
Sound pattern,Normal,0.502578101304216,0.9927421322273725
Sound pattern,Normal,0.5050045495905369,0.9928641131983411
Sound pattern,Normal,0.5074309978768577,0.9930470846547939
Sound pattern,Normal,0.5147103427358204,0.9933520370822152
Sound pattern,Normal,0.5168334849863512,0.9937179799951208
Sound pattern,Normal,0.5241128298453139,0.9939009514515735
Sound pattern,Normal,0.5283591143463755,0.9941449133935106
Sound pattern,Normal,0.5335153169548074,0.9943278848499634
Sound pattern,Normal,0.5380649074916591,0.9945108563064162
Sound pattern,Normal,0.5395814376706096,0.994693827762869
Sound pattern,Normal,0.5441310282074613,0.9948158087338376
Sound pattern,Normal,0.5465574764937823,0.9949987801902903
Sound pattern,Normal,0.5508037609948438,0.9951817516467432
Sound pattern,Normal,0.5605095541401274,0.9953647231031959
Sound pattern,Normal,0.5653624507127691,0.9954867040741644
Sound pattern,Normal,0.5705186533212011,0.9957306660161015
Sound pattern,Normal,0.5768880800727935,0.9959746279580386
Sound pattern,Normal,0.5856839551107067,0.9962185898999756
Sound pattern,Normal,0.5905368516833485,0.9964625518419127
Sound pattern,Normal,0.5950864422202001,0.9966455232983654
Sound pattern,Normal,0.6002426448286321,0.9968284947548183
Sound pattern,Normal,0.613588110403397,0.997011466211271
Sound pattern,Normal,0.6239005156202608,0.9971944376677239
Sound pattern,Normal,0.6411889596602972,0.9973774091241766
Sound pattern,Normal,0.6602972399150743,0.9975603805806295
Sound pattern,Normal,0.6742493175614195,0.9977433520370822
Sound pattern,Normal,0.6775856839551107,0.997926323493535
Sound pattern,Normal,0.6888080072793449,0.9980483044645035
Sound pattern,Normal,0.7076129814983319,0.9982312759209563
Sound pattern,Normal,0.7279344858962693,0.9984142473774091
Sound pattern,Normal,0.7370336669699727,0.9985972188338619
Sound pattern,Normal,0.7473460721868365,0.9987801902903147
Sound pattern,Normal,0.7619047619047619,0.9989631617467675
Sound pattern,Normal,0.7931452835911434,0.9991461332032203
Sound pattern,Normal,0.8058841370943282,0.9993291046596731
Sound pattern,Normal,0.8650288140734,0.9995120761161259
Sound pattern,Normal,0.8908098271155596,0.9996340570870944
Sound pattern,Normal,0.9663330300272975,0.9998170285435473
Sound pattern,Normal,1.0,1.0
Sound pattern,Crackles,0.0,0.0
Sound pattern,Crackles,5.6031826077211856e-05,0.010292524377031419
Sound pattern,Crackles,0.00022412730430884743,0.038461538461538464
Sound pattern,Crackles,0.000392222782540483,0.0780065005417118
Sound pattern,Crackles,0.0005042864346949068,0.09263271939328277
Sound pattern,Crackles,0.0006723819129265423,0.09696641386782232
Sound pattern,Crackles,0.000784445565080966,0.09913326110509209
Sound pattern,Crackles,0.0008965092172353897,0.1105092091007584
Sound pattern,Crackles,0.0010085728693898135,0.12838569880823403
Sound pattern,Crackles,0.001176668347621449,0.13380281690140844
Sound pattern,Crackles,0.0012887319997758728,0.1581798483206934
Sound pattern,Crackles,0.0014007956519302965,0.1646803900325027
Sound pattern,Crackles,0.001568891130161932,0.1684723726977248
Sound pattern,Crackles,0.0016809547823163557,0.17118093174431204
Sound pattern,Crackles,0.0017930184344707794,0.18905742145178764
Sound pattern,Crackles,0.002017145738779627,0.19664138678223186
Sound pattern,Crackles,0.0021852412170112624,0.20151679306608883
Sound pattern,Crackles,0.002353336695242898,0.21668472372697725
Sound pattern,Crackles,0.0025774639995517455,0.2210184182015168
Sound pattern,Crackles,0.002689527651706169,0.22535211267605634
Sound pattern,Crackles,0.0029136549560150166,0.23510292524377033
Sound pattern,Crackles,0.003137782260323864,0.25189599133261104
Sound pattern,Crackles,0.0033058777385554993,0.25785482123510295
Sound pattern,Crackles,0.003473973216787135,0.2627302275189599
Sound pattern,Crackles,0.003586036868941559,0.26435536294691225
Sound pattern,Crackles,0.003810164173250406,0.2692307692307692
Sound pattern,Crackles,0.00392222782540483,0.2768147345612134
Sound pattern,Crackles,0.004090323303636466,0.2843986998916576
Sound pattern,Crackles,0.0042584187818681014,0.28602383531960995
Sound pattern,Crackles,0.004426514260099736,0.28710725893824485
Sound pattern,Crackles,0.0045385779122541605,0.29360780065005415
Sound pattern,Crackles,0.004706673390485796,0.3028169014084507
Sound pattern,Crackles,0.004986832520871855,0.3066088840736728
Sound pattern,Crackles,0.005154927999103491,0.30985915492957744
Sound pattern,Crackles,0.005266991651257914,0.3114842903575298
Sound pattern,Crackles,0.005491118955566762,0.3152762730227519
Sound pattern,Crackles,0.005603182607721186,0.3206933911159263
Sound pattern,Crackles,0.005715246259875609,0.3266522210184182
Sound pattern,Crackles,0.005883341738107245,0.3304442036836403
Sound pattern,Crackles,0.005995405390261669,0.33206933911159264
Sound pattern,Crackles,0.006163500868493304,0.33640303358613216
Sound pattern,Crackles,0.006443659998879364,0.33856988082340195
Sound pattern,Crackles,0.006723819129265423,0.3401950162513543
Sound pattern,Crackles,0.006835882781419846,0.3456121343445287
Sound pattern,Crackles,0.007284137390037542,0.3531960996749729
Sound pattern,Crackles,0.007396201042191965,0.3553629469122427
Sound pattern,Crackles,0.007508264694346389,0.3629469122426869
Sound pattern,Crackles,0.007676360172578024,0.3640303358613218
Sound pattern,Crackles,0.007956519302964083,0.3656554712892741
Sound pattern,Crackles,0.008236678433350143,0.3694474539544962
Sound pattern,Crackles,0.008348742085504566,0.3705308775731311
Sound pattern,Crackles,0.008628901215890626,0.3754062838569881
Sound pattern,Crackles,0.00874096486804505,0.3781148429035753
Sound pattern,Crackles,0.008853028520199473,0.38353196099674974
Sound pattern,Crackles,0.009077155824508321,0.3851570964247021
Sound pattern,Crackles,0.009245251302739956,0.3873239436619718
Sound pattern,Crackles,0.00935731495489438,0.3938244853737812
Sound pattern,Crackles,0.009525410433126016,0.3959913326110509
Sound pattern,Crackles,0.009637474085280439,0.39869989165763814
Sound pattern,Crackles,0.009749537737434862,0.4003250270855905
Sound pattern,Crackles,0.010029696867820922,0.40249187432286027
Sound pattern,Crackles,0.01025382417212977,0.4035752979414951
Sound pattern,Crackles,0.010421919650361405,0.40628385698808234
Sound pattern,Crackles,0.010702078780747465,0.4084507042253521
Sound pattern,Crackles,0.010982237911133523,0.409534127843987
Sound pattern,Crackles,0.01115033338936516,0.41278439869989164
Sound pattern,Crackles,0.011430492519751218,0.41874322860238355
Sound pattern,Crackles,0.011654619824060066,0.4247020585048754
Sound pattern,Crackles,0.011878747128368913,0.42632719393282775
Sound pattern,Crackles,0.012102874432677761,0.43066088840736727
Sound pattern,Crackles,0.012270969910909396,0.43282773564463706
Sound pattern,Crackles,0.012495097215218244,0.43607800650054174
Sound pattern,Crackles,0.012719224519527091,0.4398699891657638
Sound pattern,Crackles,0.012831288171681516,0.4420368364030336
Sound pattern,Crackles,0.013335574606376422,0.4452871072589382
Sound pattern,Crackles,0.013503670084608057,0.4496208017334778
Sound pattern,Crackles,0.01361573373676248,0.45124593716143013
Sound pattern,Crackles,0.013783829214994117,0.4539544962080173
Sound pattern,Crackles,0.014063988345380175,0.4561213434452871
Sound pattern,Crackles,0.014400179301843447,0.46153846153846156
Sound pattern,Crackles,0.01479240208438393,0.4626218851570964
Sound pattern,Crackles,0.014904465736538353,0.46424702058504874
Sound pattern,Crackles,0.015128593040847202,0.46641386782231853
Sound pattern,Crackles,0.015240656693001625,0.46912242686890576
Sound pattern,Crackles,0.015576847649464896,0.47020585048754066
Sound pattern,Crackles,0.015800974953773743,0.47291440953412783
Sound pattern,Crackles,0.015913038605928166,0.4739978331527627
Sound pattern,Crackles,0.016137165910237016,0.4761646803900325
Sound pattern,Crackles,0.016529388692777498,0.4788732394366197
Sound pattern,Crackles,0.01664145234493192,0.48049837486457203
Sound pattern,Crackles,0.016865579649240767,0.48320693391115926
Sound pattern,Crackles,0.016977643301395194,0.4848320693391116
Sound pattern,Crackles,0.017089706953549617,0.48645720476706394
Sound pattern,Crackles,0.017313834257858464,0.48808234019501623
Sound pattern,Crackles,0.0174819297360901,0.48970747562296857
Sound pattern,Crackles,0.017706057040398945,0.4924160346695558
Sound pattern,Crackles,0.017930184344707795,0.4934994582881907
Sound pattern,Crackles,0.018154311649016642,0.49512459371614304
Sound pattern,Crackles,0.018322407127248277,0.49837486457204766
Sound pattern,Crackles,0.01849050260547991,0.5005417118093174
Sound pattern,Crackles,0.018658598083711547,0.5043336944745396
Sound pattern,Crackles,0.018826693561943185,0.5059588299024919
Sound pattern,Crackles,0.019106852692329243,0.508667388949079
Sound pattern,Crackles,0.0193870118227153,0.5108342361863488
Sound pattern,Crackles,0.019499075474869725,0.5130010834236186
Sound pattern,Crackles,0.019723202779178575,0.5151679306608884
Sound pattern,Crackles,0.020115425561719056,0.5162513542795233
Sound pattern,Crackles,0.02022748921387348,0.519501625135428
Sound pattern,Crackles,0.02084383930072281,0.5260021668472372
Sound pattern,Crackles,0.02112399843110887,0.528169014084507
Sound pattern,Crackles,0.021572253039726565,0.5297941495124594
Sound pattern,Crackles,0.021796380344035412,0.5362946912242686
Sound pattern,Crackles,0.02213257130049868,0.5373781148429035
Sound pattern,Crackles,0.022804953213425225,0.5417118093174431
Sound pattern,Crackles,0.02297304869165686,0.5449620801733478
Sound pattern,Crackles,0.023085112343811286,0.5460455037919827
Sound pattern,Crackles,0.023365271474197345,0.5487540628385699
Sound pattern,Crackles,0.023757494256737826,0.5509209100758397
Sound pattern,Crackles,0.023925589734969464,0.5563380281690141
Sound pattern,Crackles,0.024261780691432734,0.557421451787649
Sound pattern,Crackles,0.024541939821818792,0.5595882990249187
Sound pattern,Crackles,0.024822098952204854,0.5612134344528711
Sound pattern,Crackles,0.024934162604359277,0.5628385698808234
Sound pattern,Crackles,0.02532638538689976,0.5655471289274107
Sound pattern,Crackles,0.025550512691208605,0.5682556879739978
Sound pattern,Crackles,0.025830671821594667,0.5704225352112676
Sound pattern,Crackles,0.02627892643021236,0.5720476706392199
Sound pattern,Crackles,0.02683924469098448,0.5731310942578548
Sound pattern,Crackles,0.027063371995293326,0.5752979414951246
Sound pattern,Crackles,0.0273995629517566,0.5774647887323944
Sound pattern,Crackles,0.02779178573429708,0.5790899241603467
Sound pattern,Crackles,0.02807194486468314,0.5872156013001083
Sound pattern,Crackles,0.028520199473300836,0.5882990249187432
Sound pattern,Crackles,0.02868829495153247,0.5910075839653305
Sound pattern,Crackles,0.02919258138622738,0.5931744312026003
Sound pattern,Crackles,0.029696867820922283,0.5947995666305526
Sound pattern,Crackles,0.030033058777385557,0.5969664138678223
Sound pattern,Crackles,0.03048131338600325,0.5991332611050921
Sound pattern,Crackles,0.030985599820698158,0.6018418201516793
Sound pattern,Crackles,0.03148988625539306,0.6034669555796316
Sound pattern,Crackles,0.031882109037933544,0.605092091007584
Sound pattern,Crackles,0.032330363646551244,0.6083423618634887
Sound pattern,Crackles,0.03277861825516894,0.6110509209100758
Sound pattern,Crackles,0.033002745559477784,0.6126760563380281
Sound pattern,Crackles,0.03333893651594105,0.6143011917659805
Sound pattern,Crackles,0.03367512747240432,0.6164680390032503
Sound pattern,Crackles,0.03395528660279039,0.6191765980498375
Sound pattern,Crackles,0.034235445733176446,0.6224268689057422
Sound pattern,Crackles,0.034515604863562505,0.6240520043336945
Sound pattern,Crackles,0.03507592312433462,0.6256771397616468
Sound pattern,Crackles,0.03530005042864347,0.6278439869989165
Sound pattern,Crackles,0.0354681459068751,0.6294691224268689
Sound pattern,Crackles,0.03586036868941559,0.6305525460455038
Sound pattern,Crackles,0.03619655964587886,0.6327193932827736
Sound pattern,Crackles,0.03642068695018771,0.6359696641386782
Sound pattern,Crackles,0.03698100521095982,0.638136511375948
Sound pattern,Crackles,0.03726116434134588,0.6397616468039004
Sound pattern,Crackles,0.03754132347173195,0.6413867822318526
Sound pattern,Crackles,0.03793354625427243,0.6440953412784398
Sound pattern,Crackles,0.038213705384658486,0.6457204767063922
Sound pattern,Crackles,0.03832576903681291,0.6473456121343445
Sound pattern,Crackles,0.038493864515044544,0.6489707475622969
Sound pattern,Crackles,0.038886087297585026,0.6500541711809318
Sound pattern,Crackles,0.03939037373227994,0.6522210184182016
Sound pattern,Crackles,0.03978259651482042,0.6543878656554712
Sound pattern,Crackles,0.0401748192973609,0.656554712892741
Sound pattern,Crackles,0.040342914775592535,0.6581798483206934
Sound pattern,Crackles,0.04045497842774696,0.6608884073672806
Sound pattern,Crackles,0.04095926486244187,0.6619718309859155
Sound pattern,Crackles,0.04135148764498235,0.6630552546045504
Sound pattern,Crackles,0.0415756149492912,0.6652221018418202
Sound pattern,Crackles,0.042135933210063314,0.6668472372697725
Sound pattern,Crackles,0.04269625147083544,0.6684723726977249
Sound pattern,Crackles,0.04308847425337592,0.6717226435536294
Sound pattern,Crackles,0.043256569731607554,0.6733477789815818
